Country Code;Country Label;City;Location;Coordinates;Pollutant;Value;Unit;Last Updated;Source Name
;;;;47.503271,8.765834;;24.762499809265137;;2026-01-19T01:00:00Z;
;;;;30.8955,120.08749999999999;;23.0;;2021-08-09T11:00:00Z;
;;;;29.503664,75.467934;;65.51;;2026-01-10T12:15:00Z;
;;;;47.481776,8.759183;;26.9528333346049;;2026-01-19T09:00:00Z;
;;;;51.580566,-0.100445;;34.30299978256225;;2026-01-19T09:00:00Z;
;;;;40.67248,-73.95881;;8.349499988555907;;2026-01-19T09:00:00Z;
;;;;39.983784815417565,-105.24721358995826;;0.0;;2026-01-19T09:00:00Z;
;;;;-33.73794,151.0725;;0.0;;2026-01-15T22:00:00Z;
;;;;36.33245020514409,36.1948994;;13.033;;2023-10-10T05:00:00Z;
;;;;36.33252,-119.29095;;7.0;;2021-12-15T17:00:00Z;
;;;;50.97829200000762,10.317235999873962;;21.4651833;;2026-01-19T05:00:00Z;
;;;;28.70728,80.585126;;56.949666849772136;;2026-01-19T09:00:00Z;
;;;;28.699953,80.600298;;63.02166697184246;;2026-01-19T09:00:00Z;
;;;;66.05485800017858,-17.34754999990251;;-1.0;;2026-01-19T06:00:00Z;
;;;;50.549297,23.197317;;16.7;;2020-12-31T17:00:00Z;
;;;;6.313591,-10.817455;;21.700000762939453;;2026-01-13T16:00:00Z;
;;;;5.68844,-0.02933;;72.17;;2026-01-19T09:05:02Z;
;;;;5.58864,-0.26867;;32.77;;2026-01-19T08:58:58Z;
;;;;48.847209064880516,15.492238906523427;;48.50016657511393;;2026-01-19T09:00:00Z;
;;;;44.9425834102789,-93.30116530264164;;0.0;;2026-01-19T09:00:00Z;
;;;;45.476881,-122.840767;;0.0028333333631356556;;2026-01-19T09:00:00Z;
;;;;27.7258555,85.3581047;;34.13637073658131;;2026-01-19T09:00:00Z;
;;;;-33.865743,18.578715;;21.0;;2024-02-28T10:00:00Z;
;;;;27.7119136,85.3061473;;42.98866678873697;;2026-01-19T09:00:00Z;
;;;;27.759667,85.289631;;47.04950027465821;;2026-01-19T09:00:00Z;
;;;;27.74857,85.349052;;40.547166697184245;;2026-01-19T09:00:00Z;
;;;;27.7003531,85.3015259;;48.080500030517584;;2026-01-19T09:00:00Z;
;;;;31.485304,74.341333;;64.81209744347467;;2025-10-14T10:00:00Z;
;;;;-45.87135,170.484272;;1.5808333307504654;;2026-01-19T09:00:00Z;
;;;;27.695671,85.337428;;63.36650009155273;;2026-01-19T09:00:00Z;
;;;;56.1063549,24.3627553;;38.21366678873698;;2026-01-19T09:00:00Z;
;;;;11.481676029818129,104.96869913943368;;69.02833302815755;;2025-12-01T13:00:00Z;
;;;;37.46038,-122.127758;;2.009000009174148;;2025-10-26T03:00:00Z;
;;;;38.75961,-94.57983;;1.1;;2026-01-19T06:00:00Z;
;;;;12.93890556,77.69727222;;40.94;;2018-02-22T03:00:00Z;
;;;;27.6737702,85.2948301;;48.4581667582194;;2026-01-19T09:00:00Z;
;;;;21.903277777778005,-102.27611111111001;;24.0;;2026-01-19T09:00:00Z;
;;;;27.6861651,85.28026;;44.13949966430664;;2026-01-19T09:00:00Z;
;;;;27.6774083,85.2727816;;47.794000244140626;;2026-01-19T09:00:00Z;
;;;;27.738289,85.302611;;35.61133321126302;;2026-01-19T09:00:00Z;
;;;;27.6854882,85.3091634;;45.25266672770183;;2026-01-19T09:00:00Z;
;;;;14.4919901,100.0750989;;26.38933331171671;;2026-01-19T09:00:00Z;
;;;;25.3505986,82.9083074;;82.0;;2022-10-31T02:00:00Z;
;;;;40.4656,-79.9611;;8.4;;2026-01-19T08:00:00Z;
;;;;34.42775,-119.69090999999999;;8.0;;2026-01-19T08:00:00Z;
;;;;31.727499999999996,113.3583;;5.0;;2021-08-09T11:00:00Z;
;;;;42.474701,-70.971901;;4.0;;2023-05-10T15:00:00Z;
;;;;46.8022145735861,4.41750134226911;;6.6;;2022-01-01T00:00:00Z;
;;;;45.067284,-64.477425;;2.1;;2026-01-19T08:00:00Z;
;;;;0.36354523794699406,32.52925406298905;;36.017000113593205;;2026-01-19T09:00:00Z;
;;;;43.74436,-122.480506;;4.5;;2024-07-11T16:00:00Z;
;;;;-44.404486,171.249643;;3.9135025;;2026-01-19T07:00:00Z;
;;;;44.046683,-123.017736;;5.6;;2024-07-11T13:00:00Z;
;;;;46.64881400000001,21.263191000000003;;6.0;;2023-05-20T09:00:00Z;
;;;;27.841728,82.763938;;59.07583287556966;;2026-01-19T09:00:00Z;
;;;;6.510316056732983,3.3628513749513247;;44.400001525878906;;2025-12-10T15:00:00Z;
;;;;50.9959079994751,2.365994;;2.65;;2017-12-31T18:00:00Z;
;;;;47.9172,-97.05374;;3.41;;2026-01-19T08:51:07Z;
;;;;43.40202,-79.79531;;8.936333338419594;;2026-01-19T09:00:00Z;
;;;;40.40462,-104.92996;;0.0;;2026-01-19T09:00:00Z;
;;;;28.595355,81.62317;;49.86399993896486;;2026-01-19T09:00:00Z;
;;;;-33.920444,18.515947;;1.676;;2024-03-12T10:00:00Z;
;;;;35.116866,-87.419726;;10.1;;2024-04-17T20:00:00Z;
;;;;-6.386761061456651,106.82661840203917;;38.447515025283344;;2025-11-22T14:00:00Z;
;;;;13.218341,80.32027;;35.42;;2026-01-10T12:15:00Z;
;;;;-23.906770000000005,29.431096;;6.0;;2023-10-18T06:00:00Z;
;;;;23.5626,116.36109999999998;;14.0;;2021-08-09T11:00:00Z;
;;;;-24.017956,29.475521;;4.0;;2024-03-12T11:00:00Z;
;;;;27.759288,85.289453;;41.010444174872504;;2025-10-16T06:00:00Z;
;;;;27.509584,83.421013;;113.93633321126303;;2026-01-19T09:00:00Z;
;;;;48.23809,-101.19637;;3.44;;2026-01-19T09:05:19Z;
;;;;52.455498,-1.928994;;3091.10009765625;;2025-11-28T13:00:00Z;
;;;;25.18014,55.25271;;24.9020972278383;;2025-10-18T04:00:00Z;
;;;;14.700509233537487,-17.450791143151584;;5.694833340247471;;2026-01-18T18:00:00Z;
;;;;27.505918,83.451909;;125.79966684977212;;2026-01-18T10:00:00Z;
;;;;52.3728,-1.2716;;41.76916681925456;;2026-01-19T09:00:00Z;
;;;;46.743414,-119.893763;;0.1;;2024-05-30T22:00:00Z;
;;;;39.159372,-86.504747;;4.5;;2026-01-19T08:00:00Z;
;;;;37.4828,-122.20219999999999;;8.0;;2026-01-19T08:00:00Z;
;;;;42.92111,-78.76611;;9.4;;2023-10-20T15:00:00Z;
;;;;50.486194,17.97477;;13.7024;;2024-01-05T08:00:00Z;
;;;;37.502778,126.67472199999999;;9.0;;2026-01-19T08:00:00Z;
;;;;41.7696731,-87.9842609;;3.566666666666667;;2026-01-19T09:00:00Z;
;;;;18.8775,-98.77555555555601;;9.0;;2026-01-19T08:00:00Z;
;;;;47.5667803,-120.6759819;;14.890000009536744;;2025-10-19T03:00:00Z;
;;;;26.850368503370426,89.39453956491602;;16.61776388751136;;2025-10-17T10:00:00Z;
;;;;26.849486,89.392986;;18.417500019073486;;2026-01-03T08:00:00Z;
;;;;26.849409,89.392845;;17.36262501875559;;2025-10-17T10:00:00Z;
;;;;28.205667,83.973964;;49.132833607991536;;2026-01-19T09:00:00Z;
;;;;40.99052000031144,14.423969999843207;;6.5;;2026-01-18T10:00:00Z;
;;;;40.86369000028024,14.254509999931495;;8.75;;2026-01-18T10:00:00Z;
;;;;40.83555000005511,14.824589999828822;;10.77;;2026-01-18T10:00:00Z;
;;;;40.91462999978563,14.298659999765098;;33.46;;2026-01-18T10:00:00Z;
;;;;41.8961,124.0972;;13.0;;2021-08-09T11:00:00Z;
;;;;40.815879999792564,14.349270000402477;;10.88;;2026-01-18T10:00:00Z;
;;;;40.71099000000033,14.702439999832398;;12.32;;2026-01-18T10:00:00Z;
;;;;40.918820000169625,14.785529999922113;;4.12;;2026-01-18T10:00:00Z;
;;;;41.045919999943756,14.37809000018093;;7.23;;2026-01-18T10:00:00Z;
;;;;41.11575000005716,14.779979999687676;;22.9;;2026-01-18T10:00:00Z;
;;;;44.0263,-123.08377;;22.2;;2026-01-19T08:00:00Z;
;;;;47.5309,-122.3208;;8.0;;2020-05-12T09:00:00Z;
;;;;40.48700999991416,15.528249999904329;;18.26;;2026-01-18T10:00:00Z;
;;;;40.92431000008879,14.481329999915951;;7.6;;2026-01-18T10:00:00Z;
;;;;40.82290999985689,14.122539999931389;;8.34;;2026-01-18T10:00:00Z;
;;;;40.74039999976316,14.643450000388416;;7.56;;2026-01-18T10:00:00Z;
;;;;40.94108000010671,14.36981000003512;;38.63;;2026-01-18T10:00:00Z;
;;;;39.5811686,-104.6654645;;0.0;;2026-01-19T09:00:00Z;
;;;;35.2706,115.47019999999999;;25.0;;2021-08-09T11:00:00Z;
;;;;6.594365727074691,3.383247245085032;;1107.4000244140625;;2026-01-10T15:00:00Z;
;;;;6.2633696,-75.5770035;;-9999.0;;2021-09-30T13:00:00Z;
;;;;30.78061,-84.7197;;19.580833244820436;;2026-01-19T09:00:00Z;
;;;;41.9767,-91.6878;;4.2;;2024-06-13T20:00:00Z;
;;;;24.327699999999997,109.4157;;14.0;;2021-08-09T11:00:00Z;
;;;;22.593099999999996,113.0819;;22.0;;2020-12-31T15:00:00Z;
;;;;31.402589724356766,73.08485474417827;;160.04586368907582;;2026-01-19T09:00:00Z;
;;;;37.36459,-122.10628;;0.652666669525206;;2025-10-29T16:00:00Z;
;;;;46.95623,16.27491;;37.0;;2026-01-19T09:00:00Z;
;;;;31.4431323,73.1281507;;247.92233428955072;;2026-01-19T09:00:00Z;
;;;;31.49561494306249,73.0738203;;172.47799987792965;;2026-01-19T09:00:00Z;
;;;;55.69000000020217,21.179460000211055;;-1.0;;2026-01-15T23:00:00Z;
;;;;36.179429999866656,-5.376969999903807;;5.2;;2026-01-19T05:00:00Z;
;;;;35.89856,-120.43306;;2.74;;2026-01-19T09:05:50Z;
;;;;46.52236195783843,24.52534856018465;;168.02847258249918;;2026-01-19T09:00:00Z;
;;;;43.331065,-79.807995;;6.382833321889241;;2026-01-19T09:00:00Z;
;;;;36.1767,-86.7386;;4.1;;2026-01-19T08:00:00Z;
;;;;51.95,-114.7;;4.1;;2026-01-19T08:00:00Z;
;;;;53.519841,-113.646013;;2.66083332101504;;2026-01-19T09:00:00Z;
;;;;32.639722222222,-115.50638888889;;500.498087;;2025-09-29T08:00:00Z;
;;;;38.3235441,-85.4726215;;0.06683333267768223;;2026-01-19T09:00:00Z;
;;;;29.57117955747288,-95.04303524606661;;0.9498333332439263;;2026-01-19T09:00:00Z;
;;;;12.9352049,77.6814488;;73.05;;2026-01-10T12:15:00Z;
;;;;18.306047430369297,100.28064817700623;;24.139333343505857;;2026-01-19T09:00:00Z;
;;;;51.79776952201629,-0.20297080900162645;;32.19933344523112;;2026-01-19T09:00:00Z;
;;;;43.2674999994641,-2.91833333;;12.0;;2024-01-29T19:00:00Z;
;;;;43.42542,-105.389;;12.0;;2020-08-27T23:00:00Z;
;;;;30.925,121.4891;;20.0;;2021-08-09T11:00:00Z;
;;;;53.55957917562885,-113.28490765263906;;0.8776666738092898;;2026-01-19T09:00:00Z;
;;;;29.14056,75.744941;;28.2;;2026-01-10T12:15:00Z;
;;;;43.5714,-83.8908;;7.0;;2026-01-19T08:00:00Z;
;;;;39.07573,-121.634016;;47.0;;2018-02-05T06:00:00Z;
;;;;27.6988338,85.3041625;;96.09466654459636;;2026-01-11T06:00:00Z;
;;;;47.5203731,-123.0545024;;0.8109999986986319;;2026-01-19T09:00:00Z;
;;;;19.04946,72.923;;75.1;;2022-10-16T15:45:00Z;
;;;;40.1984,-105.1487;;0.0;;2026-01-19T09:00:00Z;
;;;;31.50108058091762,73.21786779575491;;176.03850021362302;;2026-01-19T09:00:00Z;
;;;;31.447314465409107,73.09399532328688;;168.09416681925458;;2026-01-19T09:00:00Z;
;;;;12.33466,99.979912;;60.73583348592121;;2026-01-19T09:00:00Z;
;;;;41.644067,-83.54625;;10.2;;2026-01-19T08:00:00Z;
;;;;52.66557686106973,0.17784794398811213;;37.797499847412105;;2026-01-19T09:00:00Z;
;;;;52.543040999981905,13.349326000418548;;28.05;;2026-01-19T06:00:00Z;
;;;;-5.523688,-47.477717;;1.441833338389794;;2026-01-19T09:00:00Z;
;;;;32.04187290396281,-81.09100535298253;;0.04183333441615105;;2026-01-19T09:00:00Z;
;;;;;;1.0;;2022-10-13T20:43:24Z;
;;;;46.34813,-120.19381;;2.0;;2026-01-19T08:00:00Z;
;;;;46.21196,-119.99445;;2.3;;2026-01-19T08:00:00Z;
;;;;;;1.0;;2022-07-18T15:22:29Z;
;;;;37.95008,-121.26134;;26.74;;2026-01-19T09:04:29Z;
;;;;45.6484,-122.68746;;28.17;;2025-11-10T19:01:27Z;
;;;;;;3.0;;2021-07-15T11:46:32Z;
;;;;29.7026735,-82.3950966;;12.566349992752075;;2025-10-22T08:00:00Z;
;;;;40.0007,-105.2628;;2.4833333291113378;;2025-10-23T14:00:00Z;
;;;;-32.832735829217064,151.6895803572991;;0.0;;2026-01-19T09:00:00Z;
;;;;-8.554002,115.271834;;22.400000000000002;;2026-01-13T07:00:00Z;
;;;;;;1.0;;2023-04-19T10:35:26Z;
;;;;25.8613,115.00929999999998;;14.0;;2021-08-09T11:00:00Z;
;;;;;;1312.0;;2022-05-06T12:34:18Z;
;;;;;;117.6;;2022-08-13T22:28:35Z;
;;;;25.5941,85.1376;;184.0;;2022-10-31T02:00:00Z;
;;;;-8.554056,115.272236;;36.217166328430174;;2026-01-18T10:00:00Z;
;;;;39.54896,-105.14643;;3.7033333440621696;;2025-11-13T16:00:00Z;
;;;;51.53842,-0.07809;;38.75333309173584;;2026-01-19T09:00:00Z;
;;;;44.79478883934415,-93.133352884404;;0.0;;2026-01-19T09:00:00Z;
;;;;47.662338,-122.294161;;68.07302771674263;;2025-10-23T00:00:00Z;
;;;;39.923258,-105.796078;;0.0;;2026-01-19T09:00:00Z;
;;;;51.520947,-0.111045;;29.64599990844727;;2026-01-19T09:00:00Z;
;;;;36.29859,-119.2122;;14.335714203970774;;2025-10-23T19:00:00Z;
;;;;19.593889,98.961667;;17.0;;2026-01-19T08:00:00Z;
;;;;44.3742,-89.7737;;0.0;;2026-01-19T09:00:00Z;
;;;;28.583491,77.431714;;159.9269584019979;;2026-01-19T09:00:00Z;
;;;;43.5006870640477,11.829055666858041;;1.2005416662535733;;2026-01-19T09:00:00Z;
;;;;34.14800833,-118.11490333;;1.821999995410442;;2026-01-19T09:00:00Z;
;;;;37.44937370870129,-122.1805649977645;;7.527666664123536;;2026-01-19T09:00:00Z;
;;;;45.37043,-75.42009;;6.857999992370606;;2026-01-19T09:00:00Z;
;;;;-45.197207,169.316192;;0.0028333333631356556;;2026-01-19T09:00:00Z;
;;;;31.416074095194894,73.09168107453422;;153.96061125861272;;2026-01-19T09:00:00Z;
;;;;26.84934,89.392878;;26.308986110157438;;2025-10-25T10:00:00Z;
;;;;26.84934,89.392878;;23.15179165999095;;2025-10-25T10:00:00Z;
;;;;38.484199999999994,106.27570000000001;;12.0;;2021-08-09T11:00:00Z;
;;;;42.842227,-108.735562;;5.4;;2026-01-19T08:00:00Z;
;;;;26.849398,89.392957;;28.5;;2025-12-11T17:00:00Z;
;;;;26.849095,89.392754;;22.838486117786832;;2025-10-25T10:00:00Z;
;;;;48.313945,-122.646217;;18.42749999364217;;2026-01-19T09:00:00Z;
;;;;49.60146331791449,17.238073349289436;;65.1;;2026-01-19T05:00:00Z;
;;;;26.849489,89.397056;;12.741499998172126;;2026-01-19T09:00:00Z;
;;;;26.849348,89.392952;;28.95900000254313;;2025-10-26T11:00:00Z;
;;;;11.55358,76.55521;;12.92;;2022-10-31T02:00:00Z;
;;;;26.849352,89.39296;;36.71066694259644;;2026-01-19T09:00:00Z;
;;;;26.849292,89.392925;;45.297499847412105;;2026-01-19T09:00:00Z;
;;;;34.03390000000001,113.8172;;14.0;;2021-08-09T11:00:00Z;
;;;;47.196944,-120.958743;;0.0;;2020-09-02T21:00:00Z;
;;;;13.1036,80.2909;;2.0;;2022-10-16T16:00:00Z;
;;;;49.73297,11.14842;;16.971666653951008;;2026-01-19T09:00:00Z;
;;;;27.867904,82.526074;;59.65599975585936;;2026-01-19T09:00:00Z;
;;;;28.59776,81.640329;;48.055999755859375;;2026-01-19T09:00:00Z;
;;;;26.849373,89.3929;;47.95299987792968;;2026-01-19T09:00:00Z;
;;;;26.849343,89.392956;;50.76350021362305;;2026-01-19T09:00:00Z;
;;;;26.84929,89.392897;;50.93933308919271;;2026-01-19T09:00:00Z;
;;;;26.8493,89.392919;;48.39449996948243;;2026-01-19T09:00:00Z;
;;;;5.359398743026895,-4.100539318389525;;14.0;;2026-01-14T10:00:00Z;
;;;;5.306835824535474,-3.9636180234844236;;26.0;;2026-01-14T10:00:00Z;
;;;;8.8787,76.6073;;27.03;;2022-10-16T15:45:00Z;
;;;;51.52253,-0.154611;;19.0;;2026-01-19T08:00:00Z;
;;;;37.00996126772837,37.80395983236194;;18.96;;2022-11-15T14:00:00Z;
;;;;30.8426,108.3679;;8.0;;2021-08-09T11:00:00Z;
;;;;6.932,-1.608;;29.507999960581458;;2025-12-08T03:00:00Z;
;;;;6.6931,-1.6088;;33.31483335494995;;2025-11-28T12:00:00Z;
;;;;-33.19486,138.01994;;3.68;;2025-11-20T05:05:46Z;
;;;;51.891988,13.649268;;25.069666639963785;;2026-01-19T09:00:00Z;
;;;;-17.8027572,31.1310847;;11.439000002543132;;2026-01-19T09:00:00Z;
;;;;41.98088,-91.65391;;7.2;;2025-10-27T17:00:00Z;
;;;;41.98088,-91.65391;;9.1;;2026-01-19T07:00:00Z;
;;;;-37.485131692556,-73.331626473541;;21.0;;2026-01-19T06:00:00Z;
;;;;40.911564,14.385353;;2.210833336909612;;2026-01-19T09:00:00Z;
;;;;35.77413,-119.2272491;;30.26785727909633;;2026-01-19T09:00:00Z;
;;;;35.7751342,-119.2386646;;35.21369037741706;;2026-01-19T09:00:00Z;
;;;;35.7815614,-119.2372383;;34.65729166212537;;2026-01-19T09:00:00Z;
;;;;35.7822678,-119.241158;;36.82723217351096;;2026-01-19T09:00:00Z;
;;;;59.86046000000001,17.63789;;10.0945;;2020-12-11T14:00:00Z;
;;;;;;12.0;;2022-07-22T09:32:38Z;
;;;;;;15.0;;2021-09-09T15:23:41Z;
;;;;35.7862159,-119.2273792;;33.55039674327487;;2026-01-19T09:00:00Z;
;;;;39.525082,-119.80771600000001;;6.0;;2020-03-03T18:00:00Z;
;;;;45.47142,-122.60147;;5.0;;2026-01-19T08:00:00Z;
;;;;51.149616999677995,-1.4382279999584238;;11.0;;2026-01-19T08:00:00Z;
;;;;35.7670365,-119.2339067;;31.613988112835656;;2026-01-19T09:00:00Z;
;;;;35.766219,-119.2681632;;38.858928566887265;;2026-01-19T09:00:00Z;
;;;;35.7609245,-119.2551082;;36.34388386238189;;2026-01-19T09:00:00Z;
;;;;;;2.0;;2022-06-15T20:05:33Z;
;;;;36.3144,-119.6436;;15.0;;2026-01-19T08:00:00Z;
;;;;35.7735584,-119.2620186;;34.40021670122683;;2026-01-19T09:00:00Z;
;;;;35.7724782,-119.2549982;;34.48199402718317;;2026-01-19T09:00:00Z;
;;;;35.7835758,-119.262142;;38.3630953516279;;2026-01-19T09:00:00Z;
;;;;37.431495,-122.110937;;23.01349999109904;;2026-01-19T09:00:00Z;
;;;;50.739744,4.32374;;42.599998474121094;;2026-01-19T09:00:00Z;
;;;;40.807267,-72.707497;;5.296999994913737;;2026-01-19T09:00:00Z;
;;;;46.01156,-92.47841;;2.0;;2026-01-19T08:00:00Z;
;;;;22.5625,114.117;;17.0;;2021-08-09T11:00:00Z;
;;;;45.6842,126.62059999999998;;13.0;;2021-08-09T11:00:00Z;
;;;;52.40757694,20.95555556;;148.7;;2017-01-07T17:00:00Z;
;;;;48.317515,11.7437628;;22.233500003814697;;2026-01-19T09:00:00Z;
;;;;38.92037,-104.73824;;0.1594583342058791;;2026-01-19T09:00:00Z;
;;;;47.936,16.218;;42.372499847412115;;2026-01-19T09:00:00Z;
;;;;37.65212,-122.44104;;16.48;;2026-01-19T09:02:05Z;
;;;;37.61596,-122.41873;;8.1;;2026-01-19T09:02:31Z;
;;;;36.78518901804637,-119.7729740195641;;50.06899795456538;;2026-01-19T09:00:00Z;
;;;;47.073089932,3.928035758;;0.0;;2023-10-29T01:44:51Z;
;;;;47.3442,-124.2879;;2.5;;2026-01-19T08:00:00Z;
;;;;48.465352,-122.560402;;2.5;;2026-01-19T08:00:00Z;
;;;;45.867894,-122.411926;;2.8;;2025-10-28T22:00:00Z;
;;;;45.867894,-122.411926;;1.3;;2026-01-19T08:00:00Z;
;;;;-9.423964,160.015135;;13.313874983787537;;2025-10-29T04:00:00Z;
;;;;34.017981,-118.127106;;19.761666679382323;;2026-01-19T09:00:00Z;
;;;;50.748362,4.39059;;37.79999923706055;;2026-01-19T09:00:00Z;
;;;;21.123229,79.052856;;47.53033345540364;;2026-01-19T09:00:00Z;
;;;;40.9381351,-76.8827406;;4.733666674296062;;2026-01-19T09:00:00Z;
;;;;37.36459,-122.10628;;6.408333333333334;;2026-01-19T09:00:00Z;
;;;;38.568503,-121.493254;;5.8;;2020-02-27T23:00:00Z;
;;;;0.25776,32.63686;;46.038400000000046;;2026-01-19T06:00:00Z;
;;;;0.28907,32.58959;;24.871499999999926;;2026-01-18T14:00:00Z;
;;;;0.2969255477613093,32.57664109478158;;15.677600000000089;;2026-01-19T06:00:00Z;
;;;;0.30991,32.60045;;20.96480000000003;;2026-01-18T14:00:00Z;
;;;;0.3004549375030546,32.60469721631874;;17.172300000000025;;2026-01-10T10:00:00Z;
;;;;0.28863,32.60297;;42.66299999999997;;2026-01-19T06:00:00Z;
;;;;28.02515,-82.43133;;3.45;;2026-01-19T09:05:16Z;
;;;;27.95605,-82.51013;;3.68;;2026-01-19T09:02:50Z;
;;;;5.326369948602411,-4.024256678312857;;17.0;;2026-01-14T10:00:00Z;
;;;;36.159370000357924,-5.348360000187634;;13.52;;2026-01-19T05:00:00Z;
;;;;34.7525,113.64164000000001;;20.0;;2021-08-09T11:00:00Z;
;;;;37.39173399999999,126.671669;;9.0;;2026-01-19T08:00:00Z;
;;;;-38.1126457577919,147.08824859363543;;0.008333333581686019;;2026-01-19T09:00:00Z;
;;;;0.3759,32.528;;35.5;;2026-01-19T09:00:00Z;
;;;;-0.6195521864533011,30.644129760359363;;16.276200000000067;;2026-01-18T22:00:00Z;
;;;;41.28640000000001,123.7669;;14.0;;2021-08-09T11:00:00Z;
;;;;-0.5351023974485547,30.646872169167214;;13.217199999999984;;2026-01-19T03:00:00Z;
;;;;-0.623977767898304,30.642503471442712;;40.35729999999999;;2026-01-19T06:00:00Z;
;;;;0.3156788593479292,32.635063348773784;;93.9243;;2026-01-19T06:00:00Z;
;;;;-0.49573926892559456,30.704534552736895;;33.348500000000044;;2026-01-18T13:00:00Z;
;;;;-0.5253824881283945,30.738273137978943;;14.943000000000003;;2026-01-19T06:00:00Z;
;;;;0.3232013699891734,32.63197194130845;;16.708399999999987;;2026-01-19T06:00:00Z;
;;;;-0.5925981347220116,30.666213777318678;;7.883900000000048;;2026-01-19T04:00:00Z;
;;;;0.28782807522168075,32.62458279058957;;16.655500000000057;;2025-11-07T09:00:00Z;
;;;;-0.58759958659695,30.646319434757686;;140.928;;2026-01-19T06:00:00Z;
;;;;-0.5815995762693341,30.70544937554386;;5.650799999999989;;2026-01-19T06:00:00Z;
;;;;-0.5973757081560696,30.6963727459157;;30.35179999999994;;2026-01-19T06:00:00Z;
;;;;-0.6237048292205775,30.667512234739867;;62.121800000000015;;2026-01-19T06:00:00Z;
;;;;22.8094,113.2881;;2.0;;2021-08-09T11:00:00Z;
;;;;37.76936,-122.20899;;21.14;;2026-01-19T08:50:12Z;
;;;;37.72805,-122.18142;;10.57;;2026-01-19T09:05:34Z;
;;;;37.73869,-122.1804;;8.82;;2026-01-19T09:03:59Z;
;;;;37.76151,-122.16256;;5.83;;2026-01-19T08:58:10Z;
;;;;37.76652,-122.18189;;16.92;;2026-01-19T08:58:20Z;
;;;;-0.6066042614275536,30.65862467761635;;5.855400000000024;;2026-01-19T06:00:00Z;
;;;;-0.5940251497620876,30.596081976584735;;49.91620000000008;;2026-01-19T06:00:00Z;
;;;;-0.6181852363769085,30.656375381792284;;25.650199999999906;;2026-01-19T02:00:00Z;
;;;;0.3468257915673872,32.58904740585272;;85.8162000000002;;2026-01-19T06:00:00Z;
;;;;0.32292449765953846,32.628504975120066;;49.015;;2025-12-31T01:00:00Z;
;;;;0.3118744185161481,32.56235063213467;;12.63399999999999;;2026-01-19T06:00:00Z;
;;;;-0.6707214952167388,30.57234099657396;;70.24039999999977;;2026-01-19T06:00:00Z;
;;;;0.2689,32.588;;39.999399999999895;;2026-01-19T06:00:00Z;
;;;;-0.6370441354789157,30.616152249660978;;18.633300000000037;;2026-01-19T06:00:00Z;
;;;;33.48313081315238,-112.20076067719322;;18.70249999364217;;2026-01-19T09:00:00Z;
;;;;51.746344,14.334550000000002;;10.0;;2024-01-29T19:00:00Z;
;;;;38.48502,-107.8799;;0.4054999987284343;;2026-01-19T09:00:00Z;
;;;;42.5619846,-83.2304833;;2.808500001827875;;2026-01-19T09:00:00Z;
;;;;47.614003,-122.1692058;;9.6971666653951;;2026-01-19T09:00:00Z;
;;;;34.3672,107.1906;;22.0;;2021-08-09T11:00:00Z;
;;;;-33.9327778,150.9058333;;1.3;;2022-11-22T23:00:00Z;
;;;;37.338202,-121.849892;;21.0;;2026-01-19T08:00:00Z;
;;;;50.774239,4.333678;;41.29999923706055;;2026-01-19T09:00:00Z;
;;;;39.84675872607004,-105.07938825145739;;0.0;;2026-01-19T09:00:00Z;
;;;;18.567194,99.038639;;25.5;;2026-01-19T08:00:00Z;
;;;;20.673764722222,-103.33333611111;;20.0;;2026-01-19T08:00:00Z;
;;;;0.360209,32.610756;;14.34000005722046;;2026-01-19T09:00:00Z;
;;;;41.728542,-122.521591;;-3.0;;2019-12-12T22:00:00Z;
;;;;31.418678993750948,73.08426867116434;;175.05729147593175;;2026-01-19T09:00:00Z;
;;;;46.3519,7.1537;;8.435833356777826;;2026-01-19T09:00:00Z;
;;;;41.8883,12.5304;;3.4303333282470696;;2026-01-19T09:00:00Z;
;;;;44.89719,7.96511;;42.42527775234647;;2025-11-02T07:00:00Z;
;;;;18.923649,98.975744;;12.599999904632568;;2026-01-19T09:00:00Z;
;;;;41.557924,-73.18958;;5.646999994913737;;2026-01-19T09:00:00Z;
;;;;39.992584,-75.603254;;5.007833321889241;;2026-01-19T09:00:00Z;
;;;;44.472794,26.048324;;28.030499935150136;;2026-01-19T09:00:00Z;
;;;;27.3533,105.36310000000002;;7.0;;2021-08-09T11:00:00Z;
;;;;43.1008,-89.3572;;4.0;;2026-01-19T08:00:00Z;
;;;;53.33629500021436,-6.309019999958868;;5.1;;2026-01-18T10:00:00Z;
;;;;36.98332,-121.98822;;5.0;;2026-01-19T08:00:00Z;
;;;;52.398783,4.632663;;51.41666666666666;;2026-01-19T09:00:00Z;
;;;;45.920344,14.588948;;30.066666666666666;;2025-11-09T23:00:00Z;
;;;;44.3876,-68.2043;;0.030666666974623998;;2026-01-19T09:00:00Z;
;;;;50.7683,6.0796;;22.65000017484029;;2026-01-19T09:00:00Z;
;;;;40.9466721,-73.8445361;;4.767000007629394;;2026-01-19T09:00:00Z;
;;;;51.048111,4.713152;;1.7000000476837158;;2026-01-16T09:00:00Z;
;;;;42.578005,43.438649;;28.23600012461344;;2026-01-19T09:00:00Z;
;;;;50.661143,7.8290781;;33.61983302434285;;2026-01-19T09:00:00Z;
;;;;30.436002931516434,-98.01943253130771;;0.6639999965826671;;2026-01-19T09:00:00Z;
