Country Code;Country Label;City;Location;Coordinates;Pollutant;Value;Unit;Last Updated;Source Name
;;;;5.40507024139754,-3.955713057779737;;76.0;;2026-01-14T10:00:00Z;
;;;;50.26461100008896,18.97502799956784;;1.2;;2026-01-19T06:00:00Z;
;;;;52.498550000072555,7.317470000044418;;4.24318;;2026-01-19T06:00:00Z;
;;;;28.50616000013791,-13.848979999944037;;84.0;;2026-01-19T06:00:00Z;
;;;;46.26405999986327,11.223240000442871;;3.93;;2026-01-18T10:00:00Z;
;;;;37.99958700010067,23.73305299973254;;50.0;;2026-01-19T03:00:00Z;
;;;;49.46727371214936,13.837455749420988;;72.4;;2026-01-19T05:00:00Z;
;;;;43.58734500001323,1.4440030003237578;;20.4;;2026-01-19T05:00:00Z;
;;;;44.28999999971563,17.90999999993236;;56.995;;2026-01-19T05:00:00Z;
;;;;51.91488299982928,4.329429999774322;;0.97;;2026-01-19T06:00:00Z;
;;;;44.11000000016105,18.12000000023251;;14.0818;;2026-01-14T13:00:00Z;
;;;;50.79723999992208,9.461200000060009;;60.849823;;2026-01-19T05:00:00Z;
;;;;40.08469600025258,21.43867799963208;;38.0;;2026-01-19T06:00:00Z;
;;;;51.019338000233795,6.884571000447916;;33.12;;2026-01-19T05:00:00Z;
;;;;27.307773,84.529114;;9.7;;2026-01-10T12:00:00Z;
;;;;49.86942200005782,9.171544000286532;;11.07;;2026-01-19T05:00:00Z;
;;;;51.69895399988679,7.122684000346776;;0.183;;2026-01-18T23:00:00Z;
;;;;51.28535599994249,14.74973100037943;;79.125;;2026-01-19T05:00:00Z;
;;;;52.48134599952562,-1.9182349998038515;;5.78753;;2026-01-19T06:00:00Z;
;;;;41.38750000026505,2.1151000002079337;;60.0;;2026-01-19T06:00:00Z;
;;;;37.601799999856325,-0.9761999998886658;;37.6;;2026-01-19T06:00:00Z;
;;;;37.692500000229394,-1.0658999996716632;;60.1;;2026-01-19T06:00:00Z;
;;;;41.418900000036665,2.123700000020885;;73.0;;2026-01-19T06:00:00Z;
;;;;39.359829999955146,22.969258000365386;;48.0;;2026-01-17T23:00:00Z;
;;;;43.48623299979876,5.171939000055044;;65.9;;2026-01-19T05:00:00Z;
;;;;38.02000000007205,-8.697500000229098;;59.0;;2026-01-19T05:00:00Z;
;;;;48.08288200017111,-1.8345830001976633;;32.6;;2026-01-19T05:00:00Z;
;;;;21.194815,81.31477;;19.69;;2026-01-10T12:00:00Z;
;;;;30.9028,75.8086;;18.44;;2026-01-10T12:00:00Z;
;;;;12.9533,80.2357;;11.19;;2026-01-10T12:15:00Z;
;;;;20.918946,74.776388;;53.77;;2026-01-10T11:45:00Z;
;;;;19.0364585,72.8954371;;65.77;;2026-01-10T12:15:00Z;
;;;;52.87571699993695,6.932693000124936;;13.81;;2026-01-19T06:00:00Z;
;;;;53.33042499981882,6.276942000189435;;25.14;;2026-01-19T06:00:00Z;
;;;;40.341899999844706,-3.8337000004116724;;29.0;;2026-01-19T04:00:00Z;
;;;;43.45389999991182,-7.847799999573728;;31.0;;2026-01-19T05:00:00Z;
;;;;48.2832980000525,17.259699999598777;;67.966;;2025-12-31T14:00:00Z;
;;;;47.068717000089514,21.92723300031024;;53.7547;;2026-01-19T06:00:00Z;
;;;;23.142888,79.916147;;18.1;;2026-01-10T12:15:00Z;
;;;;39.55138888025191,-0.46083332967509194;;35.0;;2026-01-19T06:00:00Z;
;;;;39.47805555020155,-0.3683333296605195;;37.0;;2026-01-19T06:00:00Z;
;;;;19.215859,72.831718;;72.02;;2026-01-10T11:45:00Z;
;;;;18.60577,73.749976;;38.79;;2026-01-10T12:00:00Z;
;;;;42.09789999998481,1.848200000142579;;33.0;;2026-01-19T06:00:00Z;
;;;;40.55472221969713,0.3727777696815287;;40.0;;2026-01-19T06:00:00Z;
;;;;39.450277770155594,-0.3963888802001803;;14.0;;2026-01-19T06:00:00Z;
;;;;45.8364300000487,13.501119999650719;;46.88;;2025-12-31T09:00:00Z;
;;;;11.0973603,77.3228673;;3.82;;2026-01-10T12:15:00Z;
;;;;56.04242600018362,13.148551000095331;;61.4;;2026-01-19T06:00:00Z;
;;;;41.13914199980563,22.496040000313386;;19.98;;2026-01-19T06:00:00Z;
;;;;46.32672199983384,25.811253000032742;;37.64134;;2026-01-19T06:00:00Z;
;;;;46.25661700002174,26.792891999827766;;56.45821;;2026-01-19T05:00:00Z;
;;;;51.2742800002228,15.929803999850408;;57.4;;2025-10-10T15:00:00Z;
;;;;50.034702,20.044386;;39.8;;2025-10-10T14:00:00Z;
;;;;-20.88989300037236,55.46884000005781;;20.6;;2026-01-19T05:00:00Z;
;;;;44.17648299978436,28.64968099991264;;36.00509;;2026-01-19T06:00:00Z;
;;;;44.85816699990656,24.871522000056583;;11.57718;;2026-01-19T06:00:00Z;
;;;;44.31226399975302,28.6229390001174;;37.00023;;2026-01-19T06:00:00Z;
;;;;42.67790399980898,21.05284299990358;;14.5377;;2025-11-27T18:00:00Z;
;;;;12.864618,79.659968;;8.27;;2025-11-17T05:00:00Z;
;;;;46.96309999988725,7.462519999689005;;2.4019;;2026-01-19T05:00:00Z;
;;;;40.540350999742536,-3.645253000245664;;12.0;;2026-01-19T06:00:00Z;
;;;;40.28759999990744,-3.221100000051981;;44.0;;2026-01-19T06:00:00Z;
;;;;39.57689999982481,-3.86519999987279;;54.0;;2026-01-19T04:00:00Z;
;;;;38.98080000029661,-1.8451999998944626;;25.0;;2026-01-19T06:00:00Z;
;;;;40.43059999979192,-3.542400000124935;;1.0;;2026-01-19T06:00:00Z;
;;;;40.300694399767934,-3.458830560184934;;4.0;;2026-01-19T06:00:00Z;
;;;;39.08278000017128,-1.1008329999242565;;49.01;;2026-01-19T06:00:00Z;
;;;;41.3933329997705,0.7341670000249257;;49.34;;2026-01-19T06:00:00Z;
;;;;46.55584200011843,26.926942000359226;;60.12454;;2026-01-19T06:00:00Z;
;;;;42.21899999983065,-8.7421000003245;;24.0;;2026-01-19T06:00:00Z;
;;;;28.03156000001753,-15.409140000338995;;67.0;;2026-01-09T02:00:00Z;
;;;;37.99958700010067,23.73305299973254;;34.0;;2026-01-19T06:00:00Z;
;;;;41.1024000000393,1.149599999856743;;51.0;;2026-01-19T06:00:00Z;
;;;;45.702258000271115,25.44713899976956;;15.99704;;2026-01-19T06:00:00Z;
;;;;43.54270000008106,-5.709300000125435;;18.0;;2026-01-19T06:00:00Z;
;;;;43.745574999701226,24.8699810003738;;47.51349;;2026-01-19T01:00:00Z;
;;;;51.061277698799636,3.7752623894089354;;5.5;;2026-01-19T06:00:00Z;
;;;;40.33970000008103,-3.7545000001496094;;9.0;;2026-01-19T06:00:00Z;
;;;;42.4274999999144,-8.676900000321998;;21.0;;2026-01-19T06:00:00Z;
;;;;35.038021999934216,33.05778899971721;;65.93539;;2026-01-19T08:00:00Z;
;;;;44.53319999976138,18.53469999994531;;23.4;;2026-01-19T05:00:00Z;
;;;;47.13573599992694,27.693089000244296;;46.32593;;2026-01-19T06:00:00Z;
;;;;40.18524099981623,-3.6802650001409734;;4.0;;2026-01-19T06:00:00Z;
;;;;44.34922199975112,26.030828000114195;;20.5836;;2026-01-19T06:00:00Z;
;;;;43.4916000000771,-8.252199999782139;;50.0;;2026-01-19T06:00:00Z;
;;;;40.501400000230966,-3.8861999998129733;;29.0;;2026-01-19T06:00:00Z;
;;;;42.99790000003549,-7.550899999722156;;29.0;;2026-01-19T06:00:00Z;
;;;;40.66459999994826,-3.7738999999574636;;44.0;;2026-01-19T06:00:00Z;
;;;;39.36671100031335,22.942921999552695;;56.0;;2026-01-19T06:00:00Z;
;;;;47.40670000000518,9.394379999833692;;79.1472;;2026-01-19T04:00:00Z;
;;;;39.876111000068434,4.323888999760717;;90.27;;2026-01-19T05:00:00Z;
;;;;42.63471999998891,-7.704582999689973;;67.08;;2026-01-19T06:00:00Z;
;;;;40.82509999999098,-3.9611999997276732;;86.0;;2026-01-19T06:00:00Z;
;;;;40.73980500017718,22.8760600003919;;65.0;;2026-01-19T06:00:00Z;
;;;;37.81692300034732,-25.519469000047337;;-1.0;;2026-01-12T10:00:00Z;
;;;;39.96379999971701,-4.825699999810452;;23.0;;2026-01-01T14:00:00Z;
;;;;38.690000000285934,-4.113399999739026;;13.0;;2026-01-01T16:00:00Z;
;;;;52.27225699952828,-0.9166050003721854;;3.79183;;2026-01-19T06:00:00Z;
;;;;50.84971051888864,4.33410367997437;;4.0;;2026-01-19T06:00:00Z;
;;;;59.83238199986776,18.631314000093525;;68.373;;2026-01-19T06:00:00Z;
;;;;40.32419999965897,-3.876769999796628;;5.0;;2026-01-19T06:00:00Z;
;;;;44.342222000231985,23.71972200001789;;23.829;;2026-01-19T06:00:00Z;
;;;;41.34300300015729,21.562862000129105;;34.58;;2026-01-19T06:00:00Z;
;;;;46.767200000263315,15.956299999598354;;-1.0;;2026-01-19T07:00:00Z;
;;;;27.81550000004162,-15.4276000003386;;87.0;;2026-01-19T06:00:00Z;
;;;;53.326444,-9.903917;;80.0;;2026-01-19T08:00:00Z;
;;;;54.439509999466,-7.900328000360752;;54.0;;2026-01-19T08:00:00Z;
;;;;47.46567,20.891035;;69.3;;2026-01-19T06:00:00Z;
;;;;45.73583000025993,7.324170000149386;;17.2;;2025-12-31T09:00:00Z;
;;;;44.407589999873835,8.94101000020152;;38.4;;2026-01-17T23:00:00Z;
;;;;28.5512005,77.2735737;;13.79;;2026-01-10T12:00:00Z;
;;;;28.7256504,77.2011573;;44.7664;;2026-01-10T12:00:00Z;
;;;;28.5710274,77.0719006;;22.7;;2026-01-10T12:30:00Z;
;;;;21.606865,85.510538;;68.55;;2026-01-10T02:15:00Z;
;;;;20.021503,73.813844;;76.81;;2026-01-10T09:30:00Z;
;;;;20.555712,74.529236;;17.96;;2026-01-10T01:45:00Z;
;;;;21.219665,81.630094;;3.19;;2026-01-10T12:00:00Z;
;;;;28.757294,77.278792;;35.8;;2026-01-10T11:30:00Z;
;;;;30.7057778,76.85318056;;31.43;;2026-01-09T11:30:00Z;
;;;;29.8006,76.4155;;8.04;;2026-01-10T12:00:00Z;
;;;;25.5803419,91.8942571;;0.0;;2026-01-10T12:15:00Z;
;;;;16.172806,75.659694;;11.86;;2026-01-10T12:00:00Z;
;;;;19.0627,72.84614;;59.09;;2026-01-10T12:15:00Z;
;;;;29.5364,75.0158;;21.69;;2026-01-09T02:30:00Z;
;;;;27.9002,76.9938;;35.61;;2026-01-10T12:00:00Z;
;;;;28.6701,76.9254;;17.85;;2026-01-10T12:15:00Z;
;;;;29.0272,77.0621;;26.12;;2026-01-10T12:00:00Z;
;;;;28.4501238,77.0263051;;15.31;;2026-01-10T12:00:00Z;
;;;;28.2068,76.7997;;12.99;;2026-01-10T12:00:00Z;
;;;;12.9352049,77.6814488;;41.51;;2026-01-10T12:15:00Z;
;;;;29.14056,75.744941;;35.38;;2026-01-10T12:15:00Z;
;;;;64.13886099998248,-21.873410999712643;;14.06;;2026-01-19T08:00:00Z;
;;;;51.4891342634,-0.0129769309432;;1.0;;2026-01-19T07:00:00Z;
;;;;51.49632999971629,-0.4608609995824734;;7.0;;2026-01-19T08:00:00Z;
;;;;51.52253,-0.154611;;9.0;;2026-01-19T08:00:00Z;
;;;;52.22173999932989,-2.7366650002535584;;6.0;;2026-01-19T08:00:00Z;
;;;;53.4600799995706,-2.4720559997084366;;4.0;;2026-01-19T08:00:00Z;
;;;;50.59759999953018,-3.7165099997474913;;28.0;;2026-01-19T08:00:00Z;
;;;;52.61419299972374,1.301975999595191;;8.0;;2026-01-19T08:00:00Z;
;;;;51.456169999715485,0.6348890000875798;;18.0;;2026-01-19T08:00:00Z;
;;;;50.805813,0.271643;;16.0;;2026-01-19T08:00:00Z;
;;;;52.389983000188224,4.88781099987638;;10.4;;2026-01-19T06:00:00Z;
;;;;44.87024300025047,4.876288999633118;;12.2;;2026-01-18T16:00:00Z;
;;;;46.072224000206376,5.820833000425056;;6.1;;2026-01-19T05:00:00Z;
;;;;44.5694430002562,5.27897200043165;;6.7;;2026-01-19T05:00:00Z;
;;;;43.302777770142654,-1.9844444402843806;;63.0;;2026-01-19T06:00:00Z;
;;;;47.80989200016651,7.764527999909136;;81.365;;2026-01-19T00:00:00Z;
;;;;51.551069999988485,9.949759999862723;;18.1413;;2026-01-19T06:00:00Z;
;;;;40.56972221979555,-6.223888880219928;;72.0;;2026-01-19T06:00:00Z;
;;;;42.33610999967778,-3.6361100002844973;;17.0;;2026-01-19T06:00:00Z;
;;;;43.04140000012391,-5.08970000008512;;46.0;;2026-01-19T06:00:00Z;
;;;;21.941841,86.728318;;31.84;;2026-01-10T12:00:00Z;
;;;;25.44919916,81.82735986;;12.72;;2026-01-10T12:15:00Z;
;;;;53.835491999815105,10.69593600020263;;50.734;;2026-01-19T05:00:00Z;
;;;;49.05228400008491,8.253537999973648;;7.679373;;2026-01-19T06:00:00Z;
;;;;50.00762900018308,18.45554800026214;;16.6;;2026-01-19T06:00:00Z;
;;;;21.185571,81.343175;;9.57;;2026-01-10T12:00:00Z;
;;;;34.7294444,33.33749999999998;;66.59875;;2026-01-19T08:00:00Z;
;;;;34.9923,33.779;;64.10548;;2026-01-19T08:00:00Z;
;;;;25.697189,85.2459;;27.64;;2026-01-10T11:45:00Z;
;;;;34.7752778,32.42194440000003;;59.24064;;2026-01-19T08:00:00Z;
;;;;34.6861111,33.03555559999995;;43.6772;;2026-01-19T08:00:00Z;
;;;;15.3714823,75.1160168;;18.33;;2026-01-10T12:15:00Z;
;;;;40.062222220285214,0.07277777002272755;;21.0;;2026-01-17T01:00:00Z;
;;;;39.94527776997731,-0.05638887992810775;;28.0;;2026-01-19T06:00:00Z;
;;;;28.83526,78.7446;;15.22;;2026-01-10T12:15:00Z;
;;;;13.0246342,77.5080115;;21.5;;2026-01-10T12:00:00Z;
;;;;53.31183899984361,-6.235316000402882;;59.69;;2026-01-18T09:00:00Z;
;;;;47.47979999984894,8.904680000206188;;1.056;;2026-01-19T05:00:00Z;
;;;;17.544899,78.486949;;30.98;;2026-01-10T12:15:00Z;
;;;;28.018792,73.292658;;72.2;;2026-01-10T12:00:00Z;
;;;;21.224231,81.40835;;4.78;;2026-01-10T12:15:00Z;
;;;;51.24921399987127,6.7323529999949;;28.873;;2026-01-19T05:00:00Z;
;;;;42.00330000023999,2.287300000076765;;1.0;;2026-01-19T06:00:00Z;
;;;;51.02629400005283,13.731607999704979;;75.413;;2026-01-19T05:00:00Z;
;;;;39.42527999980507,-0.4824999999303402;;25.0;;2026-01-19T06:00:00Z;
;;;;24.762518,84.982348;;29.01;;2026-01-10T12:15:00Z;
;;;;26.253384,72.976571;;117.8;;2026-01-10T12:00:00Z;
;;;;48.089885999924896,9.800324999922847;;1.604;;2026-01-19T04:00:00Z;
;;;;51.11593300007488,17.14112499978574;;27.7;;2026-01-19T05:00:00Z;
;;;;51.747949999938875,18.049063000397823;;17.7;;2026-01-19T06:00:00Z;
;;;;26.349082,92.68449;;8.6;;2026-01-10T12:00:00Z;
;;;;25.16409,75.858137;;16.3;;2026-01-10T12:00:00Z;
;;;;51.4030070001994,7.20854600018066;;0.198;;2026-01-19T05:00:00Z;
;;;;28.593883,76.270653;;16.6;;2026-01-10T12:15:00Z;
;;;;26.895552,76.334753;;104.4;;2026-01-10T12:00:00Z;
;;;;24.041198,74.780702;;66.7;;2026-01-10T12:00:00Z;
;;;;49.74089699976682,7.193411000119181;;28.8399525;;2026-01-19T06:00:00Z;
;;;;43.31962000025207,-3.0974000001519455;;81.0;;2026-01-19T06:00:00Z;
;;;;51.45651200022011,13.522548000111392;;74.0;;2026-01-19T05:00:00Z;
;;;;35.51422600029247,24.02567199994421;;31.0;;2026-01-19T06:00:00Z;
;;;;24.588397,76.172782;;76.5;;2026-01-10T12:00:00Z;
;;;;25.339605,74.618883;;21.0;;2026-01-10T12:00:00Z;
;;;;17.6336264,75.9132495;;55.67;;2026-01-10T12:15:00Z;
;;;;49.25955200025786,2.474397000355699;;6.5;;2026-01-19T05:00:00Z;
;;;;27.19412,77.96237;;8.03;;2026-01-10T12:15:00Z;
;;;;57.04666519015225,9.930847169908175;;39.52;;2026-01-19T06:00:00Z;
;;;;22.391111111111112,113.97666666666667;;99.6;;2026-01-19T08:00:00Z;
;;;;40.44950000004676,-3.4776000001555145;;16.0;;2026-01-19T06:00:00Z;
;;;;19.063,73.1209;;41.75;;2026-01-10T12:00:00Z;
;;;;43.20797800011708,23.557414000122765;;36.98;;2026-01-19T05:00:00Z;
;;;;42.45194000010804,14.197499999663117;;-1.0;;2026-01-18T10:00:00Z;
;;;;42.09159299996476,11.802485000042676;;41.0;;2026-01-18T10:00:00Z;
;;;;28.849399,78.742362;;12.23;;2026-01-10T12:15:00Z;
;;;;42.16096599992137,11.900003999839035;;72.0;;2026-01-18T10:00:00Z;
;;;;16.509717,80.612222;;37.16;;2026-01-09T21:45:00Z;
;;;;37.051939999708864,-6.554999999551666;;15.65;;2026-01-19T06:00:00Z;
;;;;22.06156703,85.47409613;;21.64;;2026-01-08T04:15:00Z;
;;;;52.29086399994045,21.04245800001037;;39.5;;2026-01-19T06:00:00Z;
;;;;51.27398999924303,1.0980610001800875;;28.53851;;2024-11-04T09:00:00Z;
;;;;46.996825999797785,3.1710920000123655;;4.0;;2026-01-19T05:00:00Z;
;;;;13.003872,77.664217;;23.49;;2026-01-10T12:00:00Z;
;;;;53.8301699999686,8.801220000363141;;42.5588;;2026-01-19T06:00:00Z;
;;;;43.639003999818094,5.101096999756598;;64.6;;2026-01-19T05:00:00Z;
;;;;45.6302780002323,12.59166700019344;;6.0;;2025-12-17T10:00:00Z;
;;;;46.015832999805184,9.286111000271145;;10.429738;;2026-01-18T10:00:00Z;
;;;;14.465052,78.824187;;20.9;;2026-01-10T12:15:00Z;
;;;;29.931624,73.864511;;6.9;;2026-01-10T12:00:00Z;
;;;;51.5286629697555,-0.20875365618309;;1.0;;2026-01-19T07:00:00Z;
;;;;18.547056,73.826908;;131.45;;2026-01-10T09:15:00Z;
;;;;29.2124114,78.9611753;;3.91;;2026-01-10T12:15:00Z;
;;;;8.8787,76.6073;;33.0;;2026-01-10T12:00:00Z;
;;;;44.749781000000006,19.693917;;5.190325;;2025-12-02T19:00:00Z;
;;;;39.62728599985668,22.39743600004551;;29.0;;2026-01-17T23:00:00Z;
;;;;26.2271665,84.3570427;;13.3;;2026-01-10T12:00:00Z;
;;;;5.4233411875257564,-4.018439474208559;;0.0;;2026-01-14T10:00:00Z;
;;;;50.48971999990634,2.666419999631686;;76.7;;2025-01-02T00:00:00Z;
;;;;45.27472300029739,6.349721999830698;;24.8;;2025-01-14T16:00:00Z;
;;;;-21.032138999678,55.23256300029283;;50.7;;2025-06-04T02:00:00Z;
;;;;18.9767,72.838;;41.43;;2026-01-10T12:15:00Z;
;;;;23.697936,86.944395;;22.84;;2026-01-10T12:15:00Z;
;;;;47.65172499988071,23.57050800001095;;43.75919;;2026-01-19T06:00:00Z;
;;;;46.25661700002174,26.792891999827766;;50.73088;;2026-01-19T06:00:00Z;
;;;;45.81083000027297,13.262220000104486;;35.1;;2025-12-31T09:00:00Z;
;;;;45.89864999971038,12.536309999760839;;14.0;;2025-12-31T09:00:00Z;
;;;;46.158702999797924,24.33851399959612;;-1.0;;2025-11-14T19:00:00Z;
;;;;45.79943999980574,13.423330000448503;;38.1;;2025-12-31T09:00:00Z;
;;;;40.86369000028024,14.254509999931495;;26.79;;2026-01-18T10:00:00Z;
;;;;39.42722221977051,-0.7838888803583423;;33.0;;2026-01-19T06:00:00Z;
;;;;39.70527777026579,-0.3366666603748475;;34.0;;2026-01-19T06:00:00Z;
;;;;45.72917000008737,6.977780000292056;;53.2;;2025-12-31T09:00:00Z;
;;;;45.805180000150315,13.52205000016902;;41.64;;2025-12-31T09:00:00Z;
;;;;28.87793,76.620825;;39.52;;2026-01-10T06:30:00Z;
;;;;45.43019999974977,7.245400000057633;;81.0;;2026-01-18T10:00:00Z;
;;;;37.78254999977484,-3.781570000007909;;32.0;;2026-01-19T05:00:00Z;
;;;;45.4627779999288,9.195833000179832;;9.434812;;2026-01-18T10:00:00Z;
;;;;45.175236000039185,28.774394000314174;;64.79278;;2026-01-19T06:00:00Z;
;;;;43.65072199989578,25.363583000422835;;42.91934;;2026-01-19T06:00:00Z;
;;;;45.95556906363933,13.652389822931456;;11.35;;2026-01-19T06:00:00Z;
;;;;45.15407499971566,26.81861900037;;31.0093;;2026-01-19T06:00:00Z;
;;;;44.17648299978436,28.64968099991264;;36.00509;;2026-01-19T06:00:00Z;
;;;;28.6573814,77.1585447;;64.30760000000001;;2026-01-10T12:00:00Z;
;;;;40.40972221972217,-3.685555549853365;;37.0;;2026-01-19T05:00:00Z;
;;;;54.75447100021363,10.715520999958411;;60.84;;2025-09-16T08:00:00Z;
;;;;45.54301185760207,13.713523658987517;;69.48;;2026-01-19T06:00:00Z;
;;;;49.92049000024158,1.0478919995836755;;9.0;;2026-01-19T05:00:00Z;
;;;;28.406963,77.849831;;34.6;;2026-01-10T12:15:00Z;
;;;;35.9448449997224,14.385739000314983;;68.7869;;2026-01-19T06:00:00Z;
;;;;45.26314200001906,27.96950600036463;;57.20793;;2026-01-19T06:00:00Z;
;;;;50.49771100020172,9.935861999710413;;73.63309;;2026-01-19T05:00:00Z;
;;;;50.00986999977275,8.265800000008618;;4.198657;;2026-01-19T06:00:00Z;
;;;;43.86749600030751,18.423061000238796;;76.846;;2026-01-19T05:00:00Z;
;;;;47.50820000028112,8.720349999648551;;2.4086;;2026-01-19T05:00:00Z;
;;;;40.247899999914246,-4.275199999646035;;35.0;;2026-01-19T06:00:00Z;
;;;;43.10049000023078,-2.650880000412569;;65.0;;2026-01-19T06:00:00Z;
;;;;43.4815010001316,-8.243116000270518;;46.0;;2026-01-19T06:00:00Z;
;;;;56.511013999808604,27.337747000221505;;49.892;;2026-01-19T05:00:00Z;
;;;;25.5586,91.8985;;7.33;;2026-01-10T12:00:00Z;
;;;;42.617970000247205,-6.568270000065263;;24.0;;2026-01-19T06:00:00Z;
;;;;43.45389999991182,-7.847799999573728;;71.0;;2026-01-18T18:00:00Z;
;;;;45.80443999973337,9.083610000317215;;0.597554;;2026-01-18T10:00:00Z;
;;;;28.4275,77.1465;;12.8;;2026-01-10T12:00:00Z;
;;;;38.06779299986957,23.788985999925316;;72.0;;2026-01-19T04:00:00Z;
;;;;23.210494,77.425409;;29.0;;2026-01-10T12:00:00Z;
;;;;45.973332999737174,13.39333300013702;;47.2;;2025-12-31T09:00:00Z;
;;;;26.071318,91.87488;;19.8;;2026-01-10T12:00:00Z;
;;;;45.80508999971072,2.0623329999446254;;63.6;;2026-01-19T05:00:00Z;
;;;;25.747299,71.393989;;85.2;;2026-01-10T12:00:00Z;
;;;;43.82249999993878,17.001000000211608;;23.1793;;2026-01-19T05:00:00Z;
;;;;59.3761596693461,28.17916678962697;;46.747;;2026-01-19T05:00:00Z;
;;;;43.54270000008106,-5.709300000125435;;18.0;;2026-01-19T06:00:00Z;
;;;;43.98037500013416,25.312474999843086;;51.50217;;2026-01-19T04:00:00Z;
;;;;39.26083333026361,-0.9344444396819453;;25.0;;2026-01-19T06:00:00Z;
;;;;40.012777770074905,-0.05722222006772691;;57.0;;2026-01-19T06:00:00Z;
;;;;50.883694651605055,4.382977504865498;;0.0;;2026-01-19T06:00:00Z;
;;;;37.984100000259446,23.705152999670847;;105.0;;2025-06-10T07:00:00Z;
;;;;43.62869999973773,0.17906900002820078;;45.0;;2026-01-19T05:00:00Z;
;;;;39.667222219966355,-0.2347222199257387;;55.0;;2026-01-19T06:00:00Z;
;;;;51.02037444509046,4.483255334205645;;0.5;;2026-01-19T06:00:00Z;
;;;;44.42884400018589,24.368835999597614;;9.07731;;2026-01-19T06:00:00Z;
;;;;40.78063333329387,-3.702147222046962;;10.0;;2026-01-19T06:00:00Z;
;;;;42.05999999976913,-1.6010000003590477;;17.0;;2026-01-19T06:00:00Z;
;;;;46.53580000019585,6.622300000177009;;1.6541;;2026-01-19T04:00:00Z;
;;;;37.27167700020443,-6.925290000038182;;41.0;;2026-01-19T05:00:00Z;
;;;;40.568400000256204,-3.270200000070399;;13.0;;2026-01-19T06:00:00Z;
;;;;28.103299999662596,-15.422799999941612;;75.0;;2026-01-19T06:00:00Z;
;;;;40.59969999990429,-3.503300000035256;;55.0;;2026-01-19T06:00:00Z;
;;;;40.90899999997736,-3.4678999998024302;;59.0;;2026-01-19T06:00:00Z;
;;;;42.656300000223204,-8.107099999908838;;49.0;;2026-01-19T06:00:00Z;
;;;;39.96940000028555,0.008900000286920692;;27.0;;2026-01-19T06:00:00Z;
;;;;55.8685000000345,12.828299999610568;;28.9;;2026-01-19T06:00:00Z;
;;;;47.38150000020877,8.565920000216332;;3.233;;2026-01-19T05:00:00Z;
;;;;43.59880400013274,7.093153000190616;;71.6;;2026-01-19T05:00:00Z;
;;;;43.43916999996815,-4.84972199974006;;72.33;;2026-01-19T06:00:00Z;
;;;;41.799740000202235,20.90972999977689;;33.2;;2026-01-19T04:00:00Z;
;;;;50.895001011824206,4.395716786997443;;6.0;;2026-01-19T06:00:00Z;
;;;;46.02549999995425,8.9672900000394;;10.3466;;2026-01-19T05:00:00Z;
;;;;49.72226000000245,6.305330000147759;;34.5;;2026-01-19T06:00:00Z;
;;;;67.87858799990508,21.062961999658004;;81.3;;2026-01-19T06:00:00Z;
;;;;40.033269999855605,-3.5913999996859247;;53.0;;2026-01-18T14:00:00Z;
;;;;51.65381899924052,-3.006369999675045;;17.36259;;2026-01-19T06:00:00Z;
;;;;35.9448449997224,14.385739000314983;;68.7869;;2026-01-19T06:00:00Z;
;;;;45.41186400025557,28.00596699988121;;46.01045;;2026-01-19T06:00:00Z;
;;;;43.3670999997184,-8.420599000410093;;70.0;;2026-01-19T06:00:00Z;
;;;;37.236944000205575,-3.5505560004221883;;49.04;;2026-01-19T06:00:00Z;
;;;;40.36770000025336,-4.398100000378222;;52.0;;2026-01-19T06:00:00Z;
;;;;39.546332999680914,-4.350417000194029;;61.19;;2026-01-19T06:00:00Z;
;;;;39.923888999802706,-8.89166699961054;;15.0;;2026-01-19T03:00:00Z;
;;;;44.31537999989142,8.48542000029591;;59.36;;2026-01-17T23:00:00Z;
;;;;44.3948900002405,8.991539999574638;;36.1;;2026-01-17T23:00:00Z;
;;;;51.4659832746662,0.184877126994369;;6.2;;2026-01-15T08:00:00Z;
;;;;28.563262,77.186937;;16.6;;2026-01-10T12:30:00Z;
;;;;11.679111,78.125052;;5.24;;2026-01-10T11:00:00Z;
;;;;19.9591346,73.7788008;;63.97;;2026-01-10T09:30:00Z;
;;;;19.854616,75.905894;;34.43;;2026-01-10T11:45:00Z;
;;;;15.34763,76.181767;;77.31;;2026-01-10T04:30:00Z;
;;;;12.8777316,80.0834807;;22.63;;2026-01-10T12:00:00Z;
;;;;22.7524,75.8872;;23.29;;2025-12-31T04:15:00Z;
;;;;29.435587,76.975531;;30.21;;2026-01-10T12:00:00Z;
;;;;29.6953,77.0027;;36.03;;2026-01-10T12:15:00Z;
;;;;13.4127,80.1081;;0.0;;2026-01-10T12:25:00Z;
;;;;50.90232499993781,5.881694999987935;;0.74;;2026-01-19T08:00:00Z;
;;;;52.298499999747406,0.2909169999720914;;11.0;;2026-01-19T08:00:00Z;
;;;;51.744806000000004,-1.260278;;7.0;;2026-01-19T08:00:00Z;
;;;;53.967513,-1.086514;;1.0;;2026-01-19T08:00:00Z;
;;;;51.525954999724675,6.976879999768464;;0.778;;2026-01-19T05:00:00Z;
;;;;41.76279999970938,-1.1432999997848563;;40.0;;2026-01-19T06:00:00Z;
;;;;49.65346499992609,8.81725099985194;;34.2091675;;2026-01-19T05:00:00Z;
